,product_id,style_id,color_id,product_name,product_type,product_color,cotton,spandex,polyester,elastomultiester,lyocell,rayon,product_price,scraping_datetime
1531,0938875007,0938875,007,slim_tapered_jeans,men_jeans_slim,black,0.99,0.01,0.0,0.0,0,0, 39.99,2023-05-11 07:49:41
1532,0938875010,0938875,010,slim_tapered_jeans,men_jeans_slim,light_blue,0.99,0.01,0.0,0.0,0,0, 16.99,2023-05-11 07:49:41
1533,0938875012,0938875,012,slim_tapered_jeans,men_jeans_slim,denim_blue,0.99,0.01,0.0,0.0,0,0, 22.99,2023-05-11 07:49:41
1534,0938875013,0938875,013,slim_tapered_jeans,men_jeans_slim,pale_denim_blue,0.99,0.01,0.0,0.0,0,0, 21.99,2023-05-11 07:49:41
1535,0938875014,0938875,014,slim_tapered_jeans,men_jeans_slim,black,0.98,0.02,0.0,0.0,0,0, 29.99,2023-05-11 07:49:41
2021,1008110001,1008110,001,freefit®_slim_jeans,men_jeans_slim,dark_denim_blue,0.9,0.02,0.0,0.08,0,0, 49.99,2023-05-11 07:49:41
2022,1008110002,1008110,002,freefit®_slim_jeans,men_jeans_slim,black/no_fade_black,0.9,0.02,0.0,0.08,0,0, 49.99,2023-05-11 07:49:41
2023,1008110003,1008110,003,freefit®_slim_jeans,men_jeans_slim,light_denim_blue,0.89,0.02,0.0,0.09,0,0," 49.99

	            Member price
	             	 37.99",2023-05-11 07:49:41
2024,1008110005,1008110,005,freefit®_slim_jeans,men_jeans_slim,light_denim_blue,0.89,0.02,0.0,0.09,0,0, 29.99,2023-05-11 07:49:41
2025,1008110006,1008110,006,freefit®_slim_jeans,men_jeans_slim,denim_blue,0.89,0.02,0.0,0.09,0,0, 49.99,2023-05-11 07:49:41
2026,1008110013,1008110,013,freefit®_slim_jeans,men_jeans_slim,dark_gray,0.9,0.02,0.0,0.08,0,0, 49.99,2023-05-11 07:49:41
2027,1008110015,1008110,015,freefit®_slim_jeans,men_jeans_slim,light_denim_blue,0.9,0.02,0.0,0.08,0,0, 49.99,2023-05-11 07:49:41
2028,1008110019,1008110,019,freefit®_slim_jeans,men_jeans_slim,black,0.9,0.02,0.0,0.08,0,0, 49.99,2023-05-11 07:49:41
2507,1096385002,1096385,002,loose_jeans,men_jeans_loose,dark_denim_blue,1.0,0.0,0.0,0.0,0,0, 30.99,2023-05-11 07:49:41
2508,1096385001,1096385,001,loose_jeans,men_jeans_loose,black,1.0,0.0,0.0,0.0,0,0, 30.99,2023-05-11 07:49:41
2511,1153653004,1153653,004,relaxed_denim_joggers,men_trousers_joggers,vintage_gray,1.0,0.0,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
2512,1153653001,1153653,001,relaxed_denim_joggers,men_trousers_joggers,denim_blue,1.0,0.0,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
2513,1153653002,1153653,002,relaxed_denim_joggers,men_trousers_joggers,gray_denim,1.0,0.0,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
2514,1153653003,1153653,003,relaxed_denim_joggers,men_trousers_joggers,light_denim_blue,1.0,0.0,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
2923,1166422005,1166422,005,tapered_regular_crop_jeans,men_jeans_tapered,denim_blue,0.99,0.01,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
2924,1166422003,1166422,003,tapered_regular_crop_jeans,men_jeans_tapered,white,0.98,0.02,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
2925,1166422004,1166422,004,tapered_regular_crop_jeans,men_jeans_tapered,denim_gray,0.99,0.01,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
2988,0811993040,0811993,040,straight_regular_jeans,men_jeans_regular,black,0.98,0.02,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
2989,0811993001,0811993,001,straight_regular_jeans,men_jeans_regular,black/washed_out,0.98,0.02,0.0,0.0,0,0, 12.99,2023-05-11 07:49:41
2990,0811993002,0811993,002,straight_regular_jeans,men_jeans_regular,denim_blue,0.98,0.02,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
2991,0811993003,0811993,003,straight_regular_jeans,men_jeans_regular,dark_denim_blue,0.98,0.02,0.0,0.0,0,0, 16.99,2023-05-11 07:49:41
2992,0811993006,0811993,006,straight_regular_jeans,men_jeans_regular,graphite_gray,0.98,0.02,0.0,0.0,0,0, 14.99,2023-05-11 07:49:41
2993,0811993007,0811993,007,straight_regular_jeans,men_jeans_regular,light_denim_blue,0.98,0.02,0.0,0.0,0,0, 22.99,2023-05-11 07:49:41
2994,0811993021,0811993,021,straight_regular_jeans,men_jeans_regular,black,0.98,0.02,0.0,0.0,0,0, 20.99,2023-05-11 07:49:41
2995,0811993022,0811993,022,straight_regular_jeans,men_jeans_regular,cream,0.99,0.01,0.0,0.0,0,0, 16.99,2023-05-11 07:49:41
2996,0811993024,0811993,024,straight_regular_jeans,men_jeans_regular,denim_blue,0.99,0.01,0.0,0.0,0,0, 16.99,2023-05-11 07:49:41
2997,0811993025,0811993,025,straight_regular_jeans,men_jeans_regular,light_blue,0.99,0.01,0.0,0.0,0,0, 15.99,2023-05-11 07:49:41
2998,0811993028,0811993,028,straight_regular_jeans,men_jeans_regular,denim_blue,0.99,0.01,0.0,0.0,0,0, 19.99,2023-05-11 07:49:41
2999,0811993031,0811993,031,straight_regular_jeans,men_jeans_regular,dark_denim_blue,0.99,0.01,0.0,0.0,0,0, 22.99,2023-05-11 07:49:41
3000,0811993034,0811993,034,straight_regular_jeans,men_jeans_regular,pale_denim_blue,0.99,0.01,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
3001,0811993036,0811993,036,straight_regular_jeans,men_jeans_regular,blue,0.99,0.01,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
3002,0811993037,0811993,037,straight_regular_jeans,men_jeans_regular,dark_blue,0.99,0.01,0.0,0.0,0,0, 29.99,2023-05-11 07:49:41
3003,0811993039,0811993,039,straight_regular_jeans,men_jeans_regular,dark_denim_blue,0.98,0.02,0.0,0.0,0,0, 16.99,2023-05-11 07:49:41
3004,0811993044,0811993,044,straight_regular_jeans,men_jeans_regular,dark_denim_blue,0.99,0.01,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
3005,0811993048,0811993,048,straight_regular_jeans,men_jeans_regular,dark_blue,0.98,0.02,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
3006,0811993050,0811993,050,straight_regular_jeans,men_jeans_regular,pale_denim_gray,0.99,0.01,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
3007,0811993053,0811993,053,straight_regular_jeans,men_jeans_regular,dark_denim_gray,0.98,0.02,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
3008,0811993057,0811993,057,straight_regular_jeans,men_jeans_regular,pale_denim_blue,0.99,0.01,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
3177,1153662001,1153662,001,hybrid_regular_tapered_joggers,men_trousers_joggers,black,0.79,0.01,0.2,0.0,0,0, 44.99,2023-05-11 07:49:41
3178,1153662002,1153662,002,hybrid_regular_tapered_joggers,men_trousers_joggers,black,0.79,0.01,0.2,0.0,0,0, 44.99,2023-05-11 07:49:41
3179,1153662003,1153662,003,hybrid_regular_tapered_joggers,men_trousers_joggers,white,0.78,0.02,0.2,0.0,0,0, 44.99,2023-05-11 07:49:41
3180,1153662004,1153662,004,hybrid_regular_tapered_joggers,men_trousers_joggers,light_denim_blue,0.77,0.02,0.21,0.0,0,0, 44.99,2023-05-11 07:49:41
3193,1153385002,1153385,002,2-pack_slim_jeans,men_jeans_slim,dark_denim_blue/black,0.99,0.01,0.0,0.0,0,0, 49.99,2023-05-11 07:49:41
3194,1153385001,1153385,001,2-pack_slim_jeans,men_jeans_slim,denim_blue/black,0.99,0.01,0.0,0.0,0,0, 49.99,2023-05-11 07:49:41
3197,1100162004,1100162,004,essentials_no_2:_the_jeans,men_jeans_regular,white,0.99,0.01,0.0,0.0,0,0, 39.99,2023-05-11 07:49:41
3198,1100162002,1100162,002,essentials_no_2:_the_jeans,men_jeans_regular,denim_blue,0.99,0.01,0.0,0.0,0,0, 39.99,2023-05-11 07:49:41
3199,1100162003,1100162,003,essentials_no_2:_the_jeans,men_jeans_regular,denim_gray,0.99,0.01,0.0,0.0,0,0, 39.99,2023-05-11 07:49:41
3200,1100162005,1100162,005,essentials_no_2:_the_jeans,men_jeans_regular,denim_blue,0.99,0.01,0.0,0.0,0,0, 39.99,2023-05-11 07:49:41
3907,1004199002,1004199,002,skinny_crop_jeans,men_jeans_skinny,black,0.99,0.01,0.0,0.0,0,0, 29.99,2023-05-11 07:49:41
3908,1004199001,1004199,001,skinny_crop_jeans,men_jeans_skinny,light_denim_blue,0.99,0.01,0.0,0.0,0,0, 17.99,2023-05-11 07:49:41
3909,1004199003,1004199,003,skinny_crop_jeans,men_jeans_skinny,denim_blue,0.99,0.01,0.0,0.0,0,0, 10.99,2023-05-11 07:49:41
3910,1004199004,1004199,004,skinny_crop_jeans,men_jeans_skinny,white,0.99,0.01,0.0,0.0,0,0, 29.99,2023-05-11 07:49:41
3911,1004199005,1004199,005,skinny_crop_jeans,men_jeans_skinny,light_gray,0.99,0.01,0.0,0.0,0,0, 29.99,2023-05-11 07:49:41
3912,1004199007,1004199,007,skinny_crop_jeans,men_jeans_skinny,denim_blue,0.98,0.02,0.0,0.0,0,0, 29.99,2023-05-11 07:49:41
5151,1138619003,1138619,003,straight_regular_jeans,men_jeans_straight,light_denim_blue,0.99,0.01,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
5152,1138619001,1138619,001,straight_regular_jeans,men_jeans_straight,black,0.99,0.01,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
5153,1138619002,1138619,002,straight_regular_jeans,men_jeans_straight,denim_blue,0.99,0.01,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
5625,1142955003,1142955,003,tapered_regular_crop_jeans,men_jeans_straight,black,0.98,0.02,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
5626,1142955001,1142955,001,tapered_regular_crop_jeans,men_jeans_straight,light_denim_blue,0.99,0.01,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
5627,1142955002,1142955,002,tapered_regular_crop_jeans,men_jeans_straight,denim_blue,0.99,0.01,0.0,0.0,0,0, 34.99,2023-05-11 07:49:41
5714,1114023003,1114023,003,loose_jeans,men_jeans_loose,cream,1.0,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
5715,1114023001,1114023,001,loose_jeans,men_jeans_loose,denim_blue,1.0,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
6523,1107750001,1107750,001,relaxed_worker_jeans,men_jeans_relaxed,denim_blue,1.0,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
6524,1107750002,1107750,002,relaxed_worker_jeans,men_jeans_relaxed,dark_denim_blue,1.0,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
7411,1119482003,1119482,003,loose_worker_jeans,men_jeans_loose,cream,1.0,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
7412,1119482005,1119482,005,loose_worker_jeans,men_jeans_loose,dark_denim_blue,1.0,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
7413,1119482006,1119482,006,loose_worker_jeans,men_jeans_loose,denim_green,1.0,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
7795,1013317002,1013317,002,hybrid_tapered_regular_joggers,men_jeans_joggers,denim_blue,0.78,0.01,0.21,0.0,0,0," 39.99

	            Member price
	             	 29.99",2023-05-11 07:49:41
7796,1013317001,1013317,001,hybrid_tapered_regular_joggers,men_jeans_joggers,light_denim_blue,0.77,0.02,0.21,0.0,0,0, 39.99,2023-05-11 07:49:41
7797,1013317003,1013317,003,hybrid_tapered_regular_joggers,men_jeans_joggers,dark_denim_blue,0.77,0.02,0.21,0.0,0,0, 39.99,2023-05-11 07:49:41
7798,1013317004,1013317,004,hybrid_tapered_regular_joggers,men_jeans_joggers,black,0.78,0.01,0.21,0.0,0,0, 16.99,2023-05-11 07:49:41
7799,1013317005,1013317,005,hybrid_tapered_regular_joggers,men_jeans_joggers,dark_gray,0.79,0.02,0.19,0.0,0,0, 39.99,2023-05-11 07:49:41
